months_as_customer,age,policy number,policy deductable,premium,umbrella limit,zip code,capital gains,capital loss,incident hour of day,number of vehicle involved,bodily injuries,number of witnesses,total claim amount,injury claim,property claim,vehicle claim,car date,fraud?
88,25,332892,1000,1194,0,613583,0,0,6,1,1,2,66780,7420,7420,51940,2013,1
40,39,448642,1000,1248,4000000,605692,0,-33300,8,1,0,2,8760,1460,1460,5840,2013,0
284,42,526039,500,1339,-1000000,438178,0,0,13,1,0,1,94160,8560,17120,68480,1996,0
59,40,444422,2000,782,0,449221,64200,-32300,0,3,0,2,51570,5730,11460,34380,2010,0
39,31,689500,2000,1367,0,459322,0,-15700,14,3,1,0,52700,10540,10540,31620,2014,1
147,34,806081,1000,1276,0,472657,0,-48300,13,1,2,2,101010,15540,15540,69930,1998,0
156,37,384618,500,1091,0,608331,0,-51800,16,4,1,2,53400,5340,5340,42720,2010,1
123,31,756459,500,1326,0,438546,0,-54600,13,1,1,2,72120,12020,12020,48080,2009,0
231,43,655787,2000,972,0,441981,0,-58100,15,3,2,2,77100,7710,15420,53970,2010,0
247,39,419954,500,806,0,602177,0,0,3,1,2,3,3300,600,0,2700,2003,0
194,35,275092,500,1416,0,441659,0,0,7,1,1,0,5940,1080,540,4320,2003,0
119,27,515698,2000,1098,0,614812,27100,0,16,2,1,0,63720,7080,21240,35400,2006,0
259,43,132871,500,948,0,458470,0,-39300,15,1,1,3,7680,1280,640,5760,2008,0
107,31,714929,2000,1019,5000000,469646,20000,-82700,21,3,1,2,93730,14420,21630,57680,2001,0
48,44,297816,2000,1401,0,611118,34000,-55600,23,3,0,2,87300,17460,17460,52380,2013,0
267,40,426708,500,1156,5000000,465158,0,-35200,5,1,0,2,5670,1260,630,3780,1997,0
286,47,615047,500,1387,0,457130,54100,-77600,15,3,0,0,65800,13160,6580,46060,2001,0
175,34,771236,500,915,0,607893,82400,-57100,14,1,2,1,36720,4080,4080,28560,2009,1
111,29,235869,500,1240,2000000,464736,0,0,1,1,1,1,52800,4800,9600,38400,1996,1
151,37,931625,500,1366,0,476198,44000,0,14,3,1,2,59100,5910,5910,47280,1998,1
156,37,371635,1000,1086,6000000,444903,0,-53800,17,3,1,1,77440,14080,7040,56320,1999,0
165,36,427199,2000,1248,0,464336,0,-39700,20,3,2,2,45700,4570,4570,36560,2008,0
253,41,261315,2000,1313,0,471453,81300,0,10,3,2,2,80740,7340,14680,58720,2014,1
10,26,582973,2000,766,0,466191,0,-22200,3,3,0,3,31350,2850,5700,22800,2001,1
158,33,278091,2000,1327,0,440930,0,-38600,0,1,0,0,35000,3500,7000,24500,2012,0
436,59,153154,1000,1339,0,430380,39000,0,10,3,2,2,68000,13600,6800,47600,2014,0
91,30,515217,2000,1317,8000000,613178,43900,0,13,3,2,0,84500,13000,13000,58500,2009,0
256,42,860497,1000,1286,0,460564,0,-39500,14,1,2,1,75500,7550,15100,52850,1998,0
274,46,351741,1000,1372,0,439929,0,0,22,3,1,3,90600,15100,15100,60400,2009,0
275,45,403737,2000,1448,0,605756,39400,-63900,8,3,1,1,64320,5360,10720,48240,1998,0
1,33,162004,500,903,0,451184,0,0,1,3,1,0,31700,6340,3170,22190,2006,0
85,30,740384,1000,1454,0,459588,51600,-73900,19,1,0,1,74280,12380,12380,49520,2006,1
233,37,876714,2000,1603,0,616637,61600,-30200,17,1,0,2,80520,13420,6710,60390,2005,0
142,30,951543,2000,1617,0,447979,58500,-46800,13,3,0,3,63600,6360,12720,44520,2010,0
266,44,576723,500,1612,0,460176,0,0,4,1,1,2,32800,3280,3280,26240,2012,0
350,50,391003,500,889,0,459429,0,0,14,3,0,2,44190,9820,4910,29460,2015,0
97,26,225865,1000,1252,0,465456,0,0,4,2,2,2,50400,10080,5040,35280,2000,1
399,55,984948,2000,996,0,464665,0,-65400,23,3,1,1,88400,17680,8840,61880,2010,0
305,49,890328,2000,1348,0,430853,0,-42100,21,3,0,2,66550,12100,6050,48400,2003,0
276,47,803294,1000,1724,0,615712,0,0,23,3,0,0,65780,5980,11960,47840,2014,0
257,40,414913,500,1380,0,608228,0,0,6,3,0,2,51810,9420,4710,37680,2002,1
78,31,414519,1000,1555,4000000,457535,0,-27900,21,1,1,0,55660,5060,10120,40480,2009,1
129,28,818413,1000,1378,0,442540,0,0,23,1,2,3,44640,9920,4960,29760,2005,0
283,46,487356,2000,1313,0,455332,53500,-73600,3,3,1,3,77660,7060,14120,56480,2004,1
85,25,159768,500,1259,0,439534,67000,-53600,8,1,2,2,5640,940,940,3760,2005,0
101,26,865839,1000,1372,0,462420,0,0,4,1,2,2,3190,580,580,2030,1995,0
96,30,406567,500,1399,6000000,448913,38900,-48700,22,1,0,0,53440,0,6680,46760,2004,0
121,31,623032,1000,1062,6000000,440837,0,0,16,1,0,1,65250,7250,7250,50750,2002,0
176,39,935442,500,1365,4000000,466634,0,-56600,14,3,2,1,44280,4920,4920,34440,2008,0
159,37,106873,1000,894,0,446435,0,-53700,13,1,2,0,70290,7810,7810,54670,1999,0
120,30,563878,500,957,0,438237,39600,-64300,20,1,1,1,87100,8710,8710,69680,2000,0
212,35,620855,2000,1124,0,468313,35400,-49200,0,3,1,3,50380,4580,4580,41220,1996,0
290,45,583169,500,1085,0,476303,0,-61000,23,3,2,2,64800,12960,6480,45360,2014,1
299,42,337677,2000,1437,0,450339,25000,0,13,1,1,3,70400,12800,12800,44800,2000,0
66,26,445973,1000,988,0,476502,0,0,8,1,2,2,57860,0,10520,47340,2008,1
334,47,156694,500,1239,0,600561,0,0,3,1,0,3,6240,960,960,4320,2011,0
216,38,421940,1000,1385,5000000,600754,0,0,16,1,2,3,66600,16650,11100,38850,2012,1
86,28,613226,2000,1595,0,439304,75800,0,19,1,0,2,70920,11820,11820,47280,2002,0
429,56,804410,1000,1128,6000000,460722,67400,-43800,0,1,2,0,39480,6580,6580,26320,2002,0
257,43,553565,2000,930,6000000,618632,46400,-74300,12,1,2,2,63240,10540,5270,47430,2005,0
15,34,399524,1000,1830,0,452204,56700,0,21,3,1,0,67650,12300,6150,49200,2009,0
230,39,331595,1000,905,7000000,454530,68600,-22300,0,1,1,3,74200,14840,14840,44520,2002,1
250,43,380067,1000,1244,0,474848,47900,-73400,22,1,1,3,64900,12980,12980,38940,2011,0
270,44,701521,2000,1031,0,435985,47200,0,20,3,1,0,35900,7180,3590,25130,2007,1
65,26,360770,500,1285,3000000,457942,0,-41500,0,1,1,3,52200,5220,10440,36540,2011,0
475,57,958785,500,1217,0,436522,67400,-83200,20,1,0,2,78000,6500,13000,58500,2000,0
77,27,797934,2000,966,0,471704,56400,-32800,1,3,0,0,67200,6720,6720,53760,1995,0
256,43,883980,500,1203,0,455810,56700,-65600,11,1,0,0,63250,11500,5750,46000,1997,0
229,37,340614,2000,1212,0,446544,65600,0,14,3,1,1,68760,11460,5730,51570,1995,0
110,28,435784,1000,1574,0,461919,30400,0,20,3,0,2,65040,10840,10840,43360,2010,0
177,33,563837,1000,1610,0,470128,0,-13200,22,1,1,3,82800,20700,13800,48300,2004,1
292,44,200827,500,1098,0,462836,0,0,12,1,1,0,61700,6170,6170,49360,2005,0
451,61,533941,2000,1619,2000000,475407,0,-42600,3,3,2,1,78100,15620,7810,54670,1997,1
61,24,265026,500,923,0,473611,47400,0,15,3,2,1,65520,9360,9360,46800,2011,1
150,30,354481,1000,1342,0,608425,0,0,8,1,0,2,4500,450,450,3600,1999,0
283,41,566720,500,1195,0,476227,60700,-54300,13,3,0,2,42700,0,6100,36600,2011,1
291,46,832746,1000,995,0,452701,0,-55300,8,1,2,2,5580,620,620,4340,2005,1
162,31,386690,1000,1050,0,456789,30700,0,7,1,0,0,3600,360,720,2520,2013,1
154,36,979285,2000,1314,7000000,600904,68500,0,9,1,2,0,2800,280,280,2240,2015,0
289,47,594722,2000,1102,0,450889,73000,-37900,15,1,1,0,54000,6000,6000,42000,1996,0
10,19,216738,1000,1186,0,478837,0,-60700,5,1,0,2,48950,4450,8900,35600,2011,1
309,47,369048,500,1528,0,611322,69400,0,15,4,0,1,77800,15560,15560,46680,2002,0
396,57,514424,1000,1366,0,438180,0,-22400,22,3,2,1,52560,11680,5840,35040,1995,0
273,41,954191,1000,1404,0,449793,0,0,16,2,1,2,44110,4010,8020,32080,2015,0
129,30,150181,2000,927,0,450730,51500,0,7,1,1,3,74360,13520,6760,54080,2009,0
140,31,388671,2000,1555,6000000,608758,59000,0,2,1,1,2,6120,680,680,4760,2002,1
419,53,457244,2000,736,6000000,445339,45700,0,17,4,0,0,62280,5190,10380,46710,2012,0
315,44,206667,1000,974,6000000,438328,0,-56800,12,3,1,0,26730,4860,4860,17010,2006,0
72,29,745200,500,974,0,479913,0,-85900,9,1,1,0,66200,6620,6620,52960,2013,0
32,26,412703,2000,1260,6000000,460760,0,-79800,16,1,1,2,45500,9100,4550,31850,2009,0
230,41,736771,1000,1464,0,444797,0,0,19,3,2,0,53040,4420,4420,44200,2006,0
157,32,347984,2000,617,0,436711,0,-54100,14,3,1,2,50800,10160,5080,35560,2013,1
265,41,626074,2000,1724,6000000,432491,81800,0,18,3,1,3,44200,4420,4420,35360,2014,0
47,34,218109,500,1161,0,617527,64800,-24300,23,1,1,3,62920,11440,5720,45760,2012,0
113,29,999435,2000,1092,0,601213,36100,-42300,15,3,0,2,49950,5550,5550,38850,2004,1
289,46,858060,2000,1209,0,604138,0,0,18,1,0,1,56430,6270,6270,43890,1995,1
254,41,500384,2000,1241,0,431361,0,0,16,1,2,2,100210,18220,18220,63770,2014,0
115,30,903785,500,1757,0,477695,46400,0,12,3,1,0,49140,5460,5460,38220,2007,0
236,38,873859,1000,802,0,612597,0,-62500,16,1,0,1,66840,16710,5570,44560,2014,0
7,21,204294,1000,1343,0,445638,0,-45300,21,1,1,2,62460,6940,6940,48580,2003,0
208,36,467106,2000,1209,5000000,476185,0,0,15,3,0,1,62810,11420,11420,39970,1999,0
126,33,357713,1000,1142,2000000,435995,36700,-73400,21,1,1,2,54160,6770,6770,40620,2009,0
48,35,890026,500,1090,0,430232,0,-51000,1,1,0,2,48400,9680,4840,33880,2005,0
297,48,751612,1000,1465,3000000,443861,54900,-36700,17,3,0,0,51480,5720,5720,40040,2013,0
160,36,876680,1000,1119,0,460801,0,-36600,5,3,2,1,51700,5170,10340,36190,2003,0
406,58,756981,2000,1117,0,605121,0,-42700,15,3,1,2,65520,10920,5460,49140,2009,0
157,31,121439,500,1258,7000000,458622,40700,-41600,2,4,2,2,47700,4770,9540,33390,2011,1
146,31,411289,2000,1083,0,478661,61400,-57500,3,1,2,0,5220,580,580,4060,2015,0
409,57,538466,1000,1192,6000000,435299,55600,0,19,1,1,0,73320,6110,12220,54990,2012,0
252,46,932097,1000,1242,0,601961,0,-28800,17,1,0,2,74900,14980,7490,52430,2003,0
6,27,463727,500,1076,0,604328,0,-47400,7,1,0,1,3190,580,290,2320,2015,0
103,33,552618,1000,970,6000000,614385,0,0,21,1,1,0,76920,12820,6410,57690,2002,0
369,53,936638,2000,1460,0,438584,0,0,10,2,1,3,77990,7090,14180,56720,2012,0
261,46,348814,1000,1246,0,478703,0,0,11,1,1,0,59670,9180,9180,41310,2008,0
159,33,944102,2000,1463,0,615683,69200,-36900,23,3,2,0,44880,8160,4080,32640,2004,1
344,51,689901,2000,1398,0,455672,0,0,14,1,0,2,82830,7530,15060,60240,2004,0
437,60,901083,1000,1270,0,602942,48800,0,10,1,1,3,84480,7680,15360,61440,2012,1
65,30,396224,500,1456,4000000,616706,0,-66300,6,3,2,3,79800,15960,7980,55860,1999,0
280,41,682178,2000,1140,0,473243,29300,-64700,10,3,0,3,53020,9640,9640,33740,1999,0
269,45,596298,500,1330,0,435552,54800,-64100,5,3,0,0,24200,2200,4400,17600,2008,0
275,40,253005,2000,1191,0,434206,0,-45300,17,1,1,3,43230,7860,7860,27510,2001,0
265,45,985924,500,973,0,469895,0,0,3,1,2,3,3190,290,580,2320,1995,0
283,43,631565,2000,1162,0,457722,0,-50400,9,1,0,3,5850,1300,650,3900,2006,0
84,29,630998,1000,1117,0,473645,0,-29900,6,1,2,0,6820,620,1240,4960,2005,0
247,44,926665,2000,1102,0,619108,64000,0,22,3,2,2,69480,11580,11580,46320,2008,0
56,29,302669,1000,1523,0,610479,0,0,10,3,1,2,94560,7880,15760,70920,1995,0
210,39,620020,1000,984,0,474998,0,0,4,1,1,2,7800,780,780,6240,1997,0
108,32,439828,2000,1257,4000000,616341,63900,-43700,23,1,1,3,61270,5570,11140,44560,1999,0
328,49,971295,500,1435,0,460535,0,0,19,1,0,2,71440,8930,8930,53580,2005,0
186,37,165565,2000,1628,0,606487,0,0,22,1,1,2,55600,11120,5560,38920,2009,0
277,44,936543,500,1412,0,620737,0,0,6,1,1,3,5000,1000,500,3500,2005,0
138,33,296960,500,1363,5000000,445904,56900,-56900,6,1,2,0,95810,14740,14740,66330,2007,0
208,41,501692,1000,1135,0,464145,0,0,18,1,2,2,69300,6930,13860,48510,1996,0
147,37,525224,1000,1307,0,466818,0,0,22,1,1,0,81120,13520,20280,47320,1995,0
8,21,355085,500,1022,0,464237,0,0,21,1,0,0,91260,14040,14040,63180,2012,0
297,48,830729,1000,1539,0,618455,0,-54700,12,1,0,0,60600,6060,12120,42420,2004,0
150,31,651948,1000,1355,0,456602,52800,0,6,3,0,3,64800,6480,12960,45360,2000,1
4,34,424358,500,1283,0,616126,0,0,0,4,0,0,66880,6080,12160,48640,1996,1
210,35,131478,1000,1346,0,468508,44900,-91400,11,1,0,2,58200,5820,5820,46560,2013,0
91,31,268833,1000,1338,4000000,431937,63600,0,19,1,1,0,60570,6730,6730,47110,2011,0
167,36,287489,1000,949,0,448603,0,-38400,22,3,0,0,69680,8710,8710,52260,2008,1
467,58,808153,2000,977,0,444500,82200,0,2,1,2,3,55700,5570,11140,38990,2014,0
264,47,687639,2000,1181,10000000,601117,0,-67400,16,4,1,2,62370,5670,5670,51030,2001,0
270,45,497347,500,1188,0,615383,83200,-53300,23,3,0,0,54340,9880,0,44460,2005,0
310,48,439660,1000,845,0,434342,0,0,21,1,1,0,55170,6130,6130,42910,2005,1
143,34,847123,500,1442,0,435100,67900,0,10,1,2,3,58500,11700,5850,40950,1999,0
146,32,172307,2000,1276,0,431278,0,0,12,1,0,3,59940,6660,6660,46620,1995,0
102,28,810189,500,1075,0,445648,55200,0,6,1,1,0,73400,7340,7340,58720,1996,0
61,23,432068,500,1112,0,448857,54600,0,6,1,1,2,41850,4650,4650,32550,1997,0
255,44,903203,2000,815,6000000,435267,68500,0,7,1,2,2,6400,640,1280,4480,2005,1
211,40,253085,1000,1576,0,461275,0,0,3,1,1,1,3190,580,290,2320,2004,0
61,29,180720,1000,1115,0,613816,0,-66000,10,1,2,1,5900,590,590,4720,2010,0
108,31,492224,2000,1176,0,608767,0,0,14,1,0,2,57330,6370,6370,44590,2006,0
303,50,411477,500,793,0,620869,54600,-45500,17,3,0,3,81960,13660,13660,54640,2008,0
152,33,107181,500,943,0,478981,0,0,16,1,0,0,70400,6400,19200,44800,2001,1
120,34,312940,1000,1057,0,464630,77900,0,3,1,2,1,3770,580,580,2610,2002,0
144,36,855186,2000,1256,6000000,466303,23600,-15600,7,1,0,0,7400,740,1480,5180,2014,0
414,52,373935,500,1335,0,452647,44000,-71000,13,1,1,1,54810,6090,6090,42630,1999,1
163,37,812989,500,1179,6000000,441370,0,-67300,20,1,2,3,49400,4940,9880,34580,2005,0
352,53,993840,500,1793,0,619166,0,0,23,1,2,2,68750,12500,6250,50000,2009,0
27,32,327856,500,1008,0,472803,37900,0,11,1,1,0,61500,12300,6150,43050,2013,0
239,39,506333,500,1397,0,442308,0,0,0,4,0,3,76890,6990,13980,55920,2007,0
33,32,263159,500,1403,5000000,469383,70300,-50300,2,1,0,1,56070,6230,12460,37380,2012,0
88,30,372912,1000,1438,0,614383,42800,-51200,3,1,2,0,56000,14000,0,42000,2003,0
101,33,552788,1000,1314,0,438617,12100,0,3,1,1,0,4290,780,390,3120,1997,0
20,37,722747,500,1482,0,613936,33000,-43600,15,3,2,1,60750,6750,6750,47250,2003,0
126,30,248467,2000,1172,0,472163,46500,-42700,23,1,2,3,48730,4430,4430,39870,2011,0
264,43,955953,2000,1353,0,447458,0,-8500,9,3,2,0,95150,17300,17300,60550,2007,0
78,24,910622,500,1176,0,474792,0,0,20,1,0,1,7480,680,680,6120,2003,0
123,28,137675,2000,1836,0,470559,38000,-41200,5,1,2,1,79800,13300,6650,59850,2011,1
347,51,343421,500,1481,9000000,432399,0,-12100,15,1,0,2,103560,8630,17260,77670,1997,0
163,38,413192,2000,1454,0,607605,51700,0,13,1,2,3,79500,15900,7950,55650,1995,0
271,44,247801,500,1341,0,600153,0,0,16,1,2,2,76230,6930,13860,55440,1997,1
410,54,171147,2000,714,0,465979,0,-17000,0,1,0,2,59520,9920,9920,39680,2001,0
448,57,431283,2000,1376,0,466555,38600,-50300,10,3,2,1,47760,5970,5970,35820,2013,1
218,41,461962,500,914,0,444155,37900,-72900,14,3,2,0,84590,15380,7690,61520,2013,0
43,38,149467,1000,1601,0,465764,64400,0,1,3,2,2,61650,6850,6850,47950,2006,0
33,33,758740,1000,1097,6000000,446898,45500,-60600,16,1,2,1,81400,8140,8140,65120,1998,0
126,34,628337,2000,1078,0,453274,54500,0,2,3,0,1,58410,10620,5310,42480,2007,0
411,56,574637,1000,1595,0,479320,0,0,23,3,0,0,38610,3510,3510,31590,2007,0
225,37,373600,1000,1218,5000000,443462,49600,0,19,3,2,2,57600,9600,9600,38400,2015,0
35,35,930032,2000,1117,0,446158,0,-51900,23,3,2,2,53190,5910,11820,35460,1996,0
460,57,396590,2000,1567,0,602514,62500,0,10,1,2,3,58300,5830,11660,40810,2014,1
195,38,238412,2000,1295,6000000,477356,38000,-50300,12,3,1,2,64620,7180,0,57440,2003,0
360,51,484321,1000,1152,0,434669,0,-62400,15,3,2,0,90480,15080,15080,60320,2000,0
300,49,795847,1000,1441,0,609322,0,0,3,1,1,0,7080,1180,1180,4720,2001,0
245,42,218456,1000,1576,7000000,614265,0,-68900,19,1,2,2,6490,590,1180,4720,2011,1
146,36,792673,2000,1234,0,606177,34500,-60600,16,3,1,1,55900,5590,5590,44720,2015,0
67,29,662256,1000,1861,0,461514,60400,-67800,16,1,0,3,63800,6380,6380,51040,1998,1
380,56,971338,1000,1571,0,454685,66000,0,10,1,0,1,58160,7270,7270,43620,1996,1
389,53,714738,2000,791,0,477260,0,0,6,1,1,2,6300,630,1260,4410,2001,1
317,46,753844,1000,1013,0,469126,43700,0,18,1,2,1,104610,19020,19020,66570,1999,1
264,44,976645,500,1047,6000000,443402,0,0,20,3,0,2,69850,12700,6350,50800,1999,0
20,21,918037,1000,1390,0,479408,0,-41200,14,1,0,0,62900,12580,6290,44030,2006,0
116,30,996253,500,951,0,467227,0,-35500,8,3,0,3,59670,6630,6630,46410,2004,1
222,40,373731,1000,1227,0,468433,49600,-49200,17,2,2,0,81500,16300,8150,57050,2013,0
439,56,836272,500,1281,0,604289,48900,-40900,9,1,2,0,50000,15000,5000,30000,2009,0
66,28,167231,2000,1473,0,471366,0,-31700,0,1,2,1,48290,8780,8780,30730,1995,0
128,29,743330,1000,1878,0,450746,0,-76000,2,1,0,0,59070,5370,5370,48330,2003,0
69,24,807369,500,1419,0,614948,0,0,23,3,0,0,63300,12660,6330,44310,2012,0
294,46,735307,500,1533,0,473935,0,0,8,1,0,3,65780,11960,11960,41860,2013,0
19,29,789208,500,1304,0,617267,0,0,6,3,0,2,75400,11600,11600,52200,2005,1
191,33,585324,2000,1552,0,470670,45000,-30400,3,1,1,1,2250,250,250,1750,2005,0
4,39,498759,1000,1327,6000000,450368,64200,0,14,3,1,3,54120,4510,9020,40590,2007,0
298,49,795004,500,863,0,448809,0,-71700,16,3,0,2,69480,11580,11580,46320,2007,0
231,43,203250,2000,1332,0,469653,0,0,12,1,1,2,66950,10300,10300,46350,2015,0
338,47,430794,2000,1486,0,615688,0,-56200,1,3,2,3,64100,12820,6410,44870,2014,1
261,46,156636,1000,871,0,465631,0,-49400,19,1,0,3,80280,13380,13380,53520,2013,0
321,44,284143,2000,1345,6000000,443344,0,-39100,7,1,1,2,4680,520,0,4160,1999,0
0,32,740518,1000,1377,0,441363,61400,-41100,6,4,1,1,39720,6620,6620,26480,2002,0
405,58,445289,500,1238,0,462683,0,-46900,11,1,0,0,63580,5780,5780,52020,1997,1
304,49,599262,1000,1526,0,463184,0,0,2,1,1,1,73370,13340,6670,53360,2013,0
1,29,357949,500,855,0,612826,52200,0,15,1,2,3,86790,7890,23670,55230,2003,0
26,39,493161,1000,771,0,433155,0,-53700,0,1,0,2,49800,9960,4980,34860,2015,0
202,38,320251,2000,1133,0,616120,0,-37500,12,1,1,1,77440,7040,14080,56320,2005,0
289,48,231127,500,1173,8000000,461744,0,-42700,1,1,1,0,42900,8580,0,34320,1999,0
61,26,766193,2000,1188,6000000,475916,0,-53800,16,2,1,0,53820,11960,5980,35880,2015,1
334,46,555374,1000,877,6000000,454434,0,0,2,1,2,1,57330,12740,6370,38220,1998,0
12,24,491484,1000,1144,0,464353,51400,0,13,3,2,1,53370,5930,5930,41510,2011,0
86,29,925128,2000,1409,0,610302,74200,-68100,0,1,2,2,62920,9680,14520,38720,2005,0
83,24,265093,1000,1071,0,462106,0,0,0,3,0,1,61600,6160,12320,43120,2003,0
126,30,267808,2000,916,0,431389,55300,-58400,16,3,2,0,74160,6180,12360,55620,2002,0
209,38,116735,500,1192,0,442866,38600,-52900,8,1,2,0,80100,8900,8900,62300,2015,0
283,48,963680,1000,1475,0,446755,0,-46200,9,1,2,3,6560,820,820,4920,2003,0
194,34,445694,1000,1193,0,464743,0,0,11,1,2,1,58800,11760,5880,41160,1997,0
184,38,215534,1000,1438,0,437889,0,0,6,3,0,2,53730,11940,5970,35820,2013,1
479,60,232854,2000,1305,0,473638,0,0,18,1,0,0,60600,5050,10100,45450,2001,0
284,48,168260,1000,1169,0,444232,0,-42400,11,1,0,3,35750,6500,3250,26000,2001,0
65,27,538955,1000,1165,0,477695,43000,-42500,17,1,1,2,42840,3570,7140,32130,2004,0
222,39,243226,1000,1233,0,458237,87800,-51200,21,3,1,0,87960,14660,14660,58640,1999,1
196,41,246435,2000,1801,0,441499,0,-78600,0,3,1,0,47800,4780,4780,38240,2009,0
253,43,582480,500,1187,7000000,613436,46300,-33000,9,1,0,1,3840,640,640,2560,2014,0
280,43,345539,1000,1559,0,448912,0,-51600,1,1,0,2,77000,14000,7000,56000,2004,0
5,26,924318,2000,1137,0,468872,31500,0,22,1,1,3,88110,16020,16020,56070,2003,0
220,42,726880,1000,1282,0,619811,33500,-49500,20,4,0,2,47740,4340,4340,39060,2005,0
85,30,190588,1000,796,0,614166,72400,-77000,9,3,2,1,58960,5360,10720,42880,2004,0
266,46,246705,500,1270,0,456600,0,-45800,5,1,1,2,2160,480,240,1440,2004,0
41,26,619589,1000,1383,0,618405,46700,0,12,1,1,1,6890,530,1060,5300,1997,0
316,45,164988,2000,1291,5000000,430832,58300,0,6,3,2,0,78870,7170,14340,57360,2013,0
285,47,729534,1000,1217,0,610989,55100,0,8,1,1,1,2700,300,300,2100,2013,0
379,54,505014,500,1251,0,447750,41400,0,14,1,0,1,75960,6330,6330,63300,2010,0
15,34,920826,2000,1586,0,608708,33500,-58900,10,1,1,3,75570,6870,13740,54960,2010,1
354,48,534982,2000,1526,5000000,469650,0,0,12,1,2,3,90240,15040,15040,60160,1995,0
342,53,110408,1000,1028,0,602304,0,0,12,1,0,0,80960,14720,7360,58880,2000,0
169,38,283052,1000,1556,0,459878,23300,0,12,3,1,3,79080,6590,13180,59310,2012,0
339,49,840806,2000,1571,0,441142,98800,-65300,13,1,0,3,6820,1240,620,4960,2009,0
259,42,382394,2000,1171,0,465667,65000,-49200,17,3,1,2,62590,5690,11380,45520,2006,0
65,23,876699,1000,1100,0,473109,0,-71900,14,1,1,0,52400,6550,6550,39300,2005,1
254,46,871432,2000,1472,0,619794,0,-90600,3,3,1,3,63580,5780,11560,46240,2004,0
440,55,379882,500,1276,0,602258,0,-56200,18,3,2,1,61400,6140,6140,49120,1995,0
478,63,852002,1000,1292,0,479724,47600,0,5,1,1,3,4700,940,470,3290,2007,1
230,44,372891,2000,1009,0,442210,45400,-39400,19,1,0,2,74140,13480,13480,47180,2015,0
138,30,689034,500,1093,4000000,463291,27700,-72400,0,1,2,2,83160,6930,13860,62370,2011,0
239,41,743092,1000,1325,7000000,474898,51400,-6300,22,1,0,2,10790,1660,830,8300,2013,0
93,31,599174,2000,1017,0,431354,0,0,21,3,1,3,48070,8740,8740,30590,2014,0
37,25,421092,1000,1221,0,617460,49300,0,4,3,0,0,51030,5670,11340,34020,1996,0
254,40,349658,500,1928,0,609317,0,0,10,1,0,1,43280,0,5410,37870,1996,1
131,29,811042,1000,978,0,479821,65700,0,5,1,1,3,76400,15280,7640,53480,2003,0
230,43,505316,2000,1221,0,473394,48100,0,13,1,0,2,75460,13720,13720,48020,2002,0
313,50,116645,2000,1256,0,603882,0,0,18,3,2,1,69000,13800,6900,48300,1995,1
210,38,950880,500,1000,0,615229,0,0,6,1,1,2,8640,1440,720,6480,2008,0
101,29,788502,500,1381,0,620197,30000,-53000,0,3,2,1,67210,12220,12220,42770,1996,0
153,37,627486,500,1011,0,438215,52300,-55600,5,3,0,3,42500,4250,4250,34000,1999,0
337,53,498842,500,1206,0,444583,0,-34600,8,1,0,1,86400,14400,7200,64800,2001,0
360,51,550294,1000,1527,0,471866,0,-32900,5,1,2,2,4620,840,840,2940,2009,1
428,53,328387,1000,1496,0,616884,0,0,9,1,2,2,6930,630,1260,5040,2013,0
204,40,540152,500,1256,0,448310,0,0,10,3,1,2,41700,8340,8340,25020,2013,0
364,51,385932,500,1268,0,478902,0,0,16,1,2,1,77330,14060,14060,49210,2014,1
185,35,618682,2000,1422,0,442695,0,0,8,1,2,3,4950,900,450,3600,2011,0
63,26,550930,500,1500,6000000,613826,0,-36500,5,1,0,2,5160,860,860,3440,2004,0
210,35,998192,500,1433,0,476203,0,-19500,11,3,2,1,24570,2730,2730,19110,2006,1
194,38,663938,2000,1231,0,604333,46500,0,15,3,1,0,53680,4880,9760,39040,2011,0
294,49,756870,500,1135,0,442604,22700,0,23,3,1,1,42900,3900,3900,35100,2010,0
272,41,337158,2000,946,5000000,435663,38600,-42800,23,1,0,0,84100,16820,8410,58870,2009,1
27,27,919875,2000,1119,0,470866,0,-55800,23,1,1,3,61560,6840,6840,47880,2008,0
251,39,315631,2000,1232,0,612908,0,-31700,10,1,0,0,44240,5530,5530,33180,1997,0
180,33,113464,2000,1005,0,441871,58100,-49000,12,4,2,3,57700,11540,5770,40390,2002,0
392,50,556415,2000,1109,0,431496,68400,-66800,4,1,2,2,108030,16620,16620,74790,2002,0
143,30,250249,500,1392,5000000,436499,0,-65700,16,1,2,0,54300,10860,5430,38010,2010,0
371,54,403776,2000,1318,0,469853,34700,-81000,18,3,1,2,32280,5380,5380,21520,2010,1
292,42,396002,1000,1588,0,605369,0,-53800,15,3,1,1,84600,16920,8460,59220,2007,0
165,35,976908,500,900,6000000,448466,0,-49900,8,1,1,3,69700,6970,6970,55760,2008,0
158,33,509489,1000,1745,3000000,432786,0,0,4,3,0,1,36400,3640,7280,25480,1998,0
241,39,485295,1000,1261,0,473591,0,-54900,20,3,0,2,37520,4690,4690,28140,2010,0
103,33,361829,2000,1021,0,618418,69500,-47700,1,3,2,3,79090,14380,14380,50330,2014,0
402,54,603632,2000,1285,0,444558,48000,-79600,19,1,0,2,67770,7530,15060,45180,2013,1
102,32,783494,500,1537,3000000,457733,0,0,11,1,1,0,47400,9480,4740,33180,2004,1
182,40,439049,1000,1022,0,466161,50000,-56900,13,1,0,2,71100,7110,14220,49770,2008,0
